MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1140070008841,12.63,0.05,253.46762,39.76018,56574.13039,0
1140070008841,12.65,0.05,253.4676,39.76018,56574.1365,0
1140070008841,12.66,0.05,253.46764,39.76019,56574.14267,0
1140070008841,12.52,0.05,253.46777,39.76015,56580.08361,0
1140070008841,12.69,0.05,253.46763,39.76019,56580.09029,0
1140070008841,12.63,0.05,253.46765,39.76017,56580.09704,0
1140070008841,12.66,0.05,253.46763,39.76014,56580.10369,0
1140070008841,12.62,0.05,253.46761,39.76017,56588.08398,0
1140070008841,12.59,0.05,253.46764,39.76018,56588.09082,0
1140070008841,12.61,0.05,253.46761,39.76017,56588.09763,0
1140070008841,12.63,0.05,253.46759,39.76018,56588.10446,0
