# RA = 02 32 48.60 (38.2025)
# Dec = +20 17 17.00 (20.288055)
# Redshift = 0.0
# nH = 7.82E20 cm^-2 
# NuBlazar (id = 67)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3570E13     0.0000E00    5.5777E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    3.1899E-13   3.8901E-14 0.0   0.0
6.5170E13     0.0000E00    1.2448E-12   3.2586E-14 0.0   0.0
8.9490E13     0.0000E00    2.2641E-12   5.3694E-14 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8390E14     0.0000E00    4.3221E-12   2.5749E-13 0.0   0.0
2.3980E14     0.0000E00    4.8685E-12   2.6381E-13 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   1.3364E-14 0.0   0.0
5.4140E14     0.0000E00    1.1099E-12   4.8729E-14 0.0   0.0
6.7490E14     0.0000E00    2.8008E-12   1.8222E-13 0.0   0.0
3.3240E14     0.0000E00    9.2418E-12   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    7.6176E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.9508E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    3.0104E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.3034E-12   2.5558E-14 0.0   0.0
3.3240E14     0.0000E00    9.5078E-12   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    7.7354E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    6.0947E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    3.0477E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.3971E-12   2.5558E-14 0.0   0.0
3.3240E14     0.0000E00    9.2751E-12   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    7.5783E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.9508E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    2.9917E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.3716E-12   2.5558E-14 0.0   0.0
3.3240E14     0.0000E00    9.5743E-12   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    7.8532E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.9987E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    3.1223E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.5590E-12   3.4077E-14 0.0   0.0
3.3240E14     0.0000E00    9.2086E-12   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    7.6569E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.9028E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    3.0601E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.4994E-12   3.4077E-14 0.0   0.0
3.3240E14     0.0000E00    9.0424E-12   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    7.5783E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.8548E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    3.0166E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.4823E-12   3.4077E-14 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    7.3501E-13   0.0000E00 0.0   0.0
6.2820E14     0.0000E00    4.1461E-13   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    7.3501E-13   0.0000E00 0.0   0.0
6.2820E14     0.0000E00    4.1461E-13   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    6.9266E-12   4.6543E-13 0.0   0.0
1.3690E14     0.0000E00    7.3236E-12   5.4756E-13 0.0   0.0
1.3690E14     0.0000E00    8.3229E-12   6.7076E-13 0.0   0.0
1.3690E14     0.0000E00    7.3236E-12   5.4756E-13 0.0   0.0
1.3690E14     0.0000E00    6.9266E-12   4.6543E-13 0.0   0.0
1.8390E14     0.0000E00    7.9453E-12   4.9658E-13 0.0   0.0
1.8390E14     0.0000E00    9.8397E-12   7.9086E-13 0.0   0.0
1.8390E14     0.0000E00    1.2525E-11   9.3799E-13 0.0   0.0
1.8390E14     0.0000E00    9.2880E-12   6.8050E-13 0.0   0.0
1.8390E14     0.0000E00    8.5891E-12   5.7015E-13 0.0   0.0
2.3980E14     0.0000E00    8.7778E-12   3.8373E-13 0.0   0.0
2.3980E14     0.0000E00    9.9290E-12   5.5161E-13 0.0   0.0
2.3980E14     0.0000E00    1.1848E-11   7.4347E-13 0.0   0.0
2.3980E14     0.0000E00    9.9050E-12   5.5161E-13 0.0   0.0
2.3980E14     0.0000E00    9.5213E-12   4.7966E-13 0.0   0.0
1.4000E09     0.0000E00    9.3800E-16   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    9.0000E-16   0.0000E00 0.0   0.0
8.4300E08     0.0000E00    6.9126E-16   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    8.5604E-12   5.8160E-13 0.0   0.0
2.4200E14     0.0000E00    9.4122E-12   4.8392E-13 0.0   0.0
1.3690E14     0.0000E00    6.9266E-12   4.6543E-13 0.0   0.0
1.8390E14     0.0000E00    8.5891E-12   5.7015E-13 0.0   0.0
2.3980E14     0.0000E00    9.5213E-12   4.7966E-13 0.0   0.0
1.3690E14     0.0000E00    6.9266E-12   4.6543E-13 0.0   0.0
1.8390E14     0.0000E00    8.5891E-12   5.7015E-13 0.0   0.0
2.3980E14     0.0000E00    9.5213E-12   4.7966E-13 0.0   0.0
8.4000E09     0.0000E00    2.7804E-15   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    2.1825E-15   4.3650E-16 0.0   0.0
1.4000E09     0.0000E00    1.1536E-15   2.2400E-16 0.0   0.0
8.4000E09     0.0000E00    2.7804E-15   5.5440E-16 0.0   0.0
4.8500E09     0.0000E00    2.1825E-15   4.3650E-16 0.0   0.0
1.4000E09     0.0000E00    1.1536E-15   2.2400E-16 0.0   0.0
8.4000E09     0.0000E00    2.7804E-15   5.5440E-16 0.0   0.0
8.4000E09     0.0000E00    1.1760E-15   2.3520E-16 0.0   0.0
8.0000E07     0.0000E00    2.4560E-16   1.2000E-17 0.0   0.0
8.8000E07     0.0000E00    2.5520E-16   1.4080E-17 0.0   0.0
9.5000E07     0.0000E00    2.5460E-16   1.2350E-17 0.0   0.0
1.0300E08     0.0000E00    2.8428E-16   8.2400E-18 0.0   0.0
1.0300E08     0.0000E00    2.6471E-16   1.2360E-17 0.0   0.0
1.1100E08     0.0000E00    2.6640E-16   1.1100E-17 0.0   0.0
1.1800E08     0.0000E00    2.6786E-16   1.0620E-17 0.0   0.0
1.2600E08     0.0000E00    2.6586E-16   1.1340E-17 0.0   0.0
1.3400E08     0.0000E00    3.0016E-16   6.7000E-18 0.0   0.0
1.3400E08     0.0000E00    2.9212E-16   1.0720E-17 0.0   0.0
1.4700E08     0.0000E00    2.7783E-16   8.8200E-18 0.0   0.0
1.5400E08     0.0000E00    2.8798E-16   9.2400E-18 0.0   0.0
1.6200E08     0.0000E00    2.7216E-16   9.7200E-18 0.0   0.0
1.7000E08     0.0000E00    3.1110E-16   5.1000E-18 0.0   0.0
1.7000E08     0.0000E00    3.0940E-16   8.5000E-18 0.0   0.0
1.7700E08     0.0000E00    2.9205E-16   8.8500E-18 0.0   0.0
1.8500E08     0.0000E00    3.2368E-16   1.1098E-17 0.0   0.0
1.9300E08     0.0000E00    2.8178E-16   1.1580E-17 0.0   0.0
2.0000E08     0.0000E00    3.2000E-16   4.0000E-18 0.0   0.0
2.0000E08     0.0000E00    3.2000E-16   6.0000E-18 0.0   0.0
2.0000E08     0.0000E00    3.2200E-16   1.2000E-17 0.0   0.0
2.0800E08     0.0000E00    3.0992E-16   1.2480E-17 0.0   0.0
2.1600E08     0.0000E00    3.3912E-16   1.2960E-17 0.0   0.0
2.2300E08     0.0000E00    3.6349E-16   1.3380E-17 0.0   0.0
2.3100E08     0.0000E00    3.6498E-16   6.9300E-18 0.0   0.0
2.3100E08     0.0000E00    3.9039E-16   1.6170E-17 0.0   0.0
1.4990E09     0.0000E00    1.0043E-15   0.0000E00 0.0   0.0
1.4990E09     0.0000E00    2.8631E-17   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.3000E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1536E-15   4.6200E-17 0.0   0.0
3.3240E14     0.0000E00    1.0904E-11   6.6488E-14 0.0   0.0
3.9270E14     0.0000E00    9.8558E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    8.2543E-12   4.7990E-14 0.0   0.0
6.2200E14     0.0000E00    4.7892E-12   2.4879E-14 0.0   0.0
8.5190E14     0.0000E00    2.9817E-12   6.8154E-14 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
4.4550E14     0.0000E00    4.0893E-12   3.5637E-14 0.0   0.0
4.4550E14     0.0000E00    1.1671E-12   2.2273E-14 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   1.3364E-14 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1676E-15   0.0000E00 0.0   0.0
4.0000E09     0.0000E00    1.8800E-15   3.6000E-17 0.0   0.0
1.3570E13     0.0000E00    5.5777E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    3.1899E-13   3.8901E-14 0.0   0.0
6.5170E13     0.0000E00    1.2448E-12   3.2586E-14 0.0   0.0
8.9490E13     0.0000E00    2.2641E-12   5.3694E-14 0.0   0.0
2.4000E09     0.0000E00    8.4000E-16   0.0000E00 0.0   0.0
2.4000E09     0.0000E00    7.4400E-16   0.0000E00 0.0   0.0
2.4000E09     0.0000E00    8.6400E-16   0.0000E00 0.0   0.0
8.8000E09     0.0000E00    2.5520E-15   0.0000E00 0.0   0.0
8.8000E09     0.0000E00    2.4640E-15   0.0000E00 0.0   0.0
8.8000E09     0.0000E00    2.7280E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1480E-15   0.0000E00 0.0   0.0
2.3000E09     0.0000E00    6.4400E-16   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    1.1760E-15   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    1.0500E-15   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    1.2000E-15   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.2500E-15   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    1.0050E-15   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    8.7000E-16   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    1.0800E-15   0.0000E00 0.0   0.0
1.2000E10     0.0000E00    2.1600E-15   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    3.6413E-12   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    4.8685E-12   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    1.0050E-15   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    8.7000E-16   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    1.0800E-15   0.0000E00 0.0   0.0
1.2000E10     0.0000E00    2.1600E-15   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    3.6413E-12   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    4.8685E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.2384E-12   0.0000E00 0.0   0.0
2.0000E08     0.0000E00    4.5000E-18   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    2.8800E-17   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    5.1300E-17   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    6.9266E-12   0.0000E00 0.0   0.0
1.8390E14     0.0000E00    8.5891E-12   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    9.5213E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    3.9423E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.0691E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    7.3501E-13   0.0000E00 0.0   0.0
8.0000E09     0.0000E00    2.4800E-15   0.0000E00 0.0   0.0
6.5170E13     0.0000E00    9.4499E-14   0.0000E00 0.0   0.0
8.9490E13     0.0000E00    2.9979E-13   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    7.3501E-13   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1480E-15   0.0000E00 0.0   0.0
2.2000E09     0.0000E00    5.2800E-16   0.0000E00 0.0   0.0
2.2000E09     0.0000E00    6.8200E-16   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    1.3440E-15   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    1.7640E-15   0.0000E00 0.0   0.0
8.7000E09     0.0000E00    1.5660E-15   0.0000E00 0.0   0.0
8.7000E09     0.0000E00    1.0353E-15   0.0000E00 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   0.0000E00 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   0.0000E00 0.0   0.0
3.3240E14     0.0000E00    9.0424E-12   0.0000E00 0.0   0.0
3.3240E14     0.0000E00    2.5531E-12   0.0000E00 0.0   0.0
3.9270E14     0.0000E00    7.5783E-12   0.0000E00 0.0   0.0
3.9270E14     0.0000E00    2.0379E-12   0.0000E00 0.0   0.0
4.7990E14     0.0000E00    5.8548E-12   0.0000E00 0.0   0.0
4.7990E14     0.0000E00    1.6557E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    2.9793E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    1.1133E-12   0.0000E00 0.0   0.0
8.5190E14     0.0000E00    1.5079E-12   0.0000E00 0.0   0.0
8.5190E14     0.0000E00    7.5395E-13   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    7.3080E-16   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    5.8800E-16   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    8.4000E-16   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
4.4550E14     0.0000E00    1.2384E-12   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
4.4550E14     0.0000E00    1.2384E-12   0.0000E00 0.0   0.0
1.4700E08     0.0000E00    2.4990E-16   1.3230E-17 0.0   0.0
1.4000E09     0.0000E00    1.1200E-15   1.4000E-17 0.0   0.0
4.7990E14     0.0000E00    5.8068E-12   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1676E-15   0.0000E00 0.0   0.0
1.6560E09     0.0000E00    1.3559E-15   1.4568E-16 0.0   0.0
3.0000E08     0.0000E00    4.0500E-16   3.0000E-17 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
4.8000E09     0.0000E00    2.3040E-15   1.4400E-16 0.0   0.0
2.5930E13     0.0000E00    3.1899E-13   0.0000E00 0.0   0.0
6.5170E13     0.0000E00    1.2448E-12   0.0000E00 0.0   0.0
8.9490E13     0.0000E00    2.2641E-12   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   0.0000E00 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   0.0000E00 0.0   0.0
3.3240E14     0.0000E00    9.0424E-12   0.0000E00 0.0   0.0
3.9270E14     0.0000E00    7.5783E-12   0.0000E00 0.0   0.0
4.7990E14     0.0000E00    5.8548E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    3.0228E-12   0.0000E00 0.0   0.0
8.5190E14     0.0000E00    1.4994E-12   0.0000E00 0.0   0.0
1.2970E15     0.0000E00    6.5354E-13   0.0000E00 0.0   0.0
1.9610E15     0.0000E00    6.2154E-13   0.0000E00 0.0   0.0
# NVSS (id = 4)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4000E09     0.0000E00    1.1691E-15   4.6467E-17    49231.5    50508.5
# NIEPPOCAT (id = 3)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7000E10 0.0 1.1840E-13   0.0000E00    52857.95300000021    52857.969203703215 ; UPPER LIMIT
3.7000E10 0.0 1.0360E-13   0.0000E00    52510.96499999985    52510.98120370285 ; UPPER LIMIT
3.7000E10 0.0 8.8800E-14   0.0000E00    53410.68699999992    53410.70320370292 ; UPPER LIMIT
3.7000E10 0.0 7.4000E-14   0.0000E00    52816.15799999982    52816.17420370282 ; UPPER LIMIT
3.7000E10 0.0 2.8120E-13   0.0000E00    52414.44100000011    52414.45720370311 ; UPPER LIMIT
3.7000E10 0.0 1.3320E-13   0.0000E00    52713.64000000013    52713.65620370313 ; UPPER LIMIT
# JVASPOL (id = 2)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8500E09     0.0000E00    1.4889E-15   9.7000E-18 0.0   0.0
# CLASSSCAT (id = 1)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4600E09     0.0000E00    2.8003E-15   3.3840E-17    50886.5    50886.5
